cell,layer,datatype,area_um2,bbox_xmin_um,bbox_ymin_um,bbox_xmax_um,bbox_ymax_um
TOP_main_1,1,11,0.005158061541,1.4521249999999999,1.53583,1.969982,1.585125
TOP_main_1,1,11,0.0001475894129999981,1.9518289999999998,1.403151,1.969982,1.4215639999999998
TOP_main_1,1,11,0.001414264580000002,1.39551,1.6060809999999999,1.42411,1.751313
TOP_main_1,1,11,0.002098324425500037,1.42411,1.73583,1.920915,1.777094
TOP_main_1,1,11,0.00043860088350000003,1.9215419999999999,1.93583,1.969982,1.9697479999999998
TOP_main_1,1,11,0.0035681137614999654,1.463044,1.777094,1.969982,1.821564
TOP_main_1,1,11,0.0014322355789999986,1.39551,2.005178,1.424964,2.147999
TOP_main_1,1,11,5.2181401500001405e-05,1.424964,2.136943,1.43493,2.147999
TOP_main_1,1,11,0.005299154590500083,1.4210829999999999,2.147999,1.946583,2.1993959999999997
TOP_main_1,1,11,0.001400872486999998,1.946583,2.18763,1.998583,2.316163
TOP_main_1,1,11,0.007294660207499943,1.9713189999999998,-1.094361,2.251249,-0.478261
TOP_main_1,1,11,0.006921222891000006,3.839934,-0.156727,4.5,0.005
TOP_main_1,1,11,0.0013883240134999993,2.430568,-0.340618,2.5282579999999997,-0.247689
TOP_main_1,1,11,0.0013740933800000011,2.5282579999999997,-0.326,2.636805,-0.247531
TOP_main_1,1,11,0.008340233726000165,2.808942,-1.109009,2.860252,-0.278201
TOP_main_1,1,11,0.0014142749989999976,2.862371,-0.27613099999999996,3.0076039999999997,-0.247531
TOP_main_1,1,11,0.000508350281499998,3.041416,-1.125148,3.077855,-1.066071
TOP_main_1,1,11,0.0014142749990000013,3.262371,-0.27613099999999996,3.4076039999999996,-0.247531
TOP_main_1,1,11,6.286393700000218e-05,3.59212,-1.125148,3.604361,-1.114255
TOP_main_1,1,11,0.0013991220280000014,2.240046,-1.153749,2.364286,-1.094361
TOP_main_1,1,11,0.0020206972790000207,3.7724539999999998,-0.250928,3.839934,-0.054615
TOP_main_1,1,11,0.008359521158500152,2.364286,-1.149824,2.440623,-0.340618
TOP_main_1,1,11,0.008335094305499863,2.626444,-1.143802,2.689603,-0.326
TOP_main_1,1,11,0.0013997755189999986,2.689603,-1.153749,2.821452,-1.109009
TOP_main_1,1,11,0.00013531534749999696,2.860252,-0.29322899999999996,2.877855,-0.27613099999999996
TOP_main_1,1,11,0.00818953827149986,2.99212,-1.097133,3.041416,-0.27613099999999996
TOP_main_1,1,11,0.001414270123999996,3.0623709999999997,-1.153749,3.207604,-1.125148
TOP_main_1,1,11,0.003529312282000015,3.19212,-1.125148,3.2339119999999997,-0.32323199999999996
TOP_main_1,1,11,0.005168576884000147,3.2339119999999997,-1.084746,3.2778549999999997,-0.27613099999999996
TOP_main_1,1,11,0.0004386271965000022,3.39212,-0.324571,3.426039,-0.27613099999999996
TOP_main_1,1,11,0.0014094012379999995,3.4623709999999996,-1.153749,3.604361,-1.125148
TOP_main_1,1,11,0.008259263382000163,3.426039,-1.125148,3.477855,-0.299504
